סעיף,יח',מחיר,תאור
,,,הערה: הסעיפים שלהלן  עבור חיבור קו מים חדש לקו קיים  כוללים עבודות חפירה לגילוי הקו הקיים. במידה ונדרש לבצע את החיבור הנ״ל  ללא עבודות החפירה לגילוי  יש להפחית את העלות כפי שמופיע בסעיפים 57.014.1000-1010.
57.014.0007,יח',1300,"חיבור קו מים חדש מצינור פלדה קוטר ""2 לקו קיים מצינור פלדה קוטר ""2  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0008,יח',1490,"חיבור קו מים חדש מצינור פלדה קוטר ""2 לקו קיים מצינור פלדה קוטר ""3  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0009,יח',1620,"חיבור קו מים חדש מצינור פלדה קוטר ""2 לקו קיים מצינור פלדה קוטר ""4  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0010,יח',1540,"חיבור קו מים חדש מצינור פלדה קוטר ""3 לקו קיים מצינור פלדה קוטר ""3  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0015,יח',1940,"חיבור קו מים חדש מצינור פלדה קוטר ""3 לקו קיים מצינור פלדה קוטר ""4  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0020,יח',1930,"חיבור קו מים חדש מצינור פלדה קוטר ""4 לקו קיים מצינור פלדה קוטר ""4  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0030,יח',2150,"חיבור קו מים חדש מצינור פלדה קוטר ""3 לקו קיים מצינור פלדה קוטר ""8  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0040,יח',2670,"חיבור קו מים חדש מצינור פלדה קוטר ""4 לקו קיים מצינור פלדה קוטר ""8  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0045,יח',2910,"חיבור קו מים חדש מצינור פלדה קוטר ""4 לקו קיים מצינור פלדה קוטר ""10  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0050,יח',2550,"חיבור קו מים חדש מצינור פלדה קוטר ""6 לקו קיים מצינור פלדה קוטר ""6  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0060,יח',2740,"חיבור קו מים חדש מצינור פלדה קוטר ""6 לקו קיים מצינור פלדה קוטר ""8  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0070,יח',2700,"חיבור קו מים חדש מצינור פלדה קוטר ""8 לקו קיים מצינור פלדה קוטר ""8  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0080,יח',3250,"חיבור קו מים חדש מצינור פלדה קוטר ""8 לקו קיים מצינור פלדה קוטר ""10  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0090,יח',3500,"חיבור קו מים חדש מצינור פלדה קוטר ""8 לקו קיים מצינור פלדה קוטר ""12  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0100,יח',3700,"חיבור קו מים חדש מצינור פלדה קוטר ""10 לקו קיים מצינור פלדה קוטר ""10  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0110,יח',3650,"חיבור קו מים חדש מצינור פלדה קוטר ""10 לקו קיים מצינור פלדה קוטר ""12  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0115,יח',4050,"חיבור קו מים חדש מצינור פלדה קוטר ""10 לקו קיים מצינור פלדה קוטר ""14  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0120,יח',4600,"חיבור קו מים חדש מצינור פלדה קוטר ""10 לקו קיים מצינור פלדה קוטר ""16  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0130,יח',5100,"חיבור קו מים חדש מצינור פלדה קוטר ""10 לקו קיים מצינור פלדה קוטר ""20  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0140,יח',4500,"חיבור קו מים חדש מצינור פלדה קוטר ""12 לקו קיים מצינור פלדה קוטר ""12  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0150,יח',4700,"חיבור קו מים חדש מצינור פלדה קוטר ""12 לקו קיים מצינור פלדה קוטר ""16  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0160,יח',5690,"חיבור קו מים חדש מצינור פלדה קוטר ""12 לקו קיים מצינור פלדה קוטר ""20  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0164,יח',5510,"חיבור קו מים חדש מצינור פלדה קוטר ""14 לקו קיים מצינור פלדה קוטר ""14  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0165,יח',6200,"חיבור קו מים חדש מצינור פלדה קוטר ""14 לקו קיים מצינור פלדה קוטר ""16  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0170,יח',6560,"חיבור קו מים חדש מצינור פלדה קוטר ""16 לקו קיים מצינור פלדה קוטר ""16  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0180,יח',7400,"חיבור קו מים חדש מצינור פלדה קוטר ""16 לקו קיים מצינור פלדה קוטר ""20  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0184,יח',7790,"חיבור קו מים חדש מצינור פלדה קוטר ""18 לקו קיים מצינור פלדה קוטר ""18  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0185,יח',8360,"חיבור קו מים חדש מצינור פלדה קוטר ""18 לקו קיים מצינור פלדה קוטר ""20  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
57.014.0190,יח',8550,"חיבור קו מים חדש מצינור פלדה קוטר ""20 לקו קיים מצינור פלדה קוטר ""20  לרבות עבודות חפירה לגילוי הקו הקיים  ניקוז הקו  חיבור לקו הקיים באמצעות ריתוך  מעבר קוטר/זקף/קשת/מופה לריתוך (מצמד)  לא כולל הסתעפות  לרבות העבודות והאביזרים הנדרשים לחיבור מושלם  והחזרת המצב לקדמותו"
